Codigo;Razon Social;Sucursal;Direccion Fiscal;Nro de RIF;Persona Contacto;Telefono;Direccion de Recolecta;Estatus;Email;Tarifa;Mod. Pago;F. Ult. Guia;
CR554;GARCÍA SPORTS, C.A;MAR;AV 28.SECTOR LA LIMPIA CC. GALERÍAS MALL NIVEL SEGUNDO LOCAL 76-F MARACAIBO;J-29984130-7;REINALDO GARCIA;0414-7076834 O 0261-7540266.;AV 28.SECTOR LA LIMPIA CC. GALERÍAS MALL NIVEL SEGUNDO LOCAL 76-F MARACAIBO;ACTIVO;plozulia@hotmail.com;TARIFA NAC2012;CREDITO;2012-07-12;
CR555;REPRESENTACIONES S Y P, C.A.;MAR;AV. 14B NO. 60A-08 PLANTA ALTA. DELICIAS, MARACAIBO;J-3029489-2;.;0261-7431651;AV. 14B NO. 60A-08 PLANTA ALTA. DELICIAS, MARACAIBO;ACTIVO;.;TARIFA NAC2012;CREDITO;2012-03-20;
CR556;IDEAS ABC C.A;CCS;AV LAS LOMAS, CENTRO COMERCIAL LOMAS DE LA LAGUNITA, OFICINA S-30 A, PISO 2 CARACAS;J-29647101-0;MONICA GONZALEZ;0414-3035552;AV LAS LOMAS, CENTRO COMERCIAL LOMAS DE LA LAGUNITA, OFICINA S-30 A, PISO 2 CARACAS;ACTIVO;monica@ideasabc.com;POR PESO JUN 2010;CREDITO;2012-07-03;
CR558;COMERCIALIZADORA PERIJA C.A (COPERCA);MAR;CALLE 97, C/AV 19D, NUMERO 13, SECTOR SOCORRO, MARACAIBO - EDO ZULIA;J-30673250-0;GUSTAVO VELASCO;04146690398;CALLE 97, C/AV 19D, NUMERO 13, SECTOR SOCORRO, MARACAIBO - EDO ZULIA;ACTIVO;.;TARIFA NAC2012;CREDITO;2012-05-16;
CR559;AUTOMOTRIZ SHANGAI C.A;CCS;CALLE 2 QUINTA TOÑA URBANIZACION MONTALBAN I. CARACAS;J-29450378-0;RAFAEL MARTINEZ;0212 7453157 - 0412 6233181;CALLE 2 QUINTA TOÑA URBANIZACION MONTALBAN I. CARACAS. DETRAS DE LA HACIENDA LA VEGA A 2 CUADRAS DEL MODULO DE POLICIA NACIONAL, PCASA BLANCA CON AMARILLO Y REJAS NEGRAS;ACTIVO;automotrizshangai@gmail.com;TARIFA NAC2012;CREDITO;2012-03-21;
CR560;MULTISERVICIOS MONACO, C.A;CCS;CARRETERA VIA SAN DIEGO DE LOS ALTOS, LAS POLONIAS, GALPON N° 4, SECTOR PARQUE EL RETIRO;J-31183926-7;MICHELL ALVAREZ;0212-494.02.33/0424 2051858; AV. ROMULO GALLEGOS, PARQUE RESIDENCIAL DEL ESTE, TORRE D, SOTANO 3 (AL LADO DE LA MERCEDES BENZ)JEFE: MICHELL ALVAREZTELEFONO: 0424 - 205 18 58;ACTIVO;multiserviciosmonaco2004@hotmail.com;TARIFA NAC2012;CREDITO;2012-08-10;
CR561;MERCANTIL GOMEZ, C.A.;CHA;AV. LAS PALMAS, EDIF. SOCAMARA, PB, LOCAL 2. LOS CAOBOS. AL LADO DE LA PANADERIA TIVOLI;J- 00057813-3; ANDREINA DOMINGUEZ; 0212 ? 762.45.50 / 808.31.68 / 761.09.61; 2DA. TRANSV. LAS DELICIAS. URB. LAS DELICIAS. TORRE MG. PB. LOCAL 1. (50 MTS. CONSECIONARIO FORD, FINAL AV. LIBERTADOR SENTIDO ESTE);ACTIVO;andreina.mercantilgomez@gmail.com;TARIFA POR CONTRATO FEBRERO 2016;CREDITO;2016-05-17;
CR561A;MERCANTIL GOMEZ, C.A. (POR PESO);CCS; AV. LAS PALMAS, EDIF. SOCAMARA, PB, LOCAL 2. LOS CAOBOS.;J- 00057813-3;ANDREINA DOMINGUEZ;0212 ? 762.45.50 / 808.31.68 / 761.09.61; 2DA. TRANSV. LAS DELICIAS. URB. LAS DELICIAS. TORRE MG. PB. LOCAL 1. (50 MTS. CONSECIONARIO FORD, FINAL AV. LIBERTADOR SENTIDO ESTE) ATENCION ANDREINA DOMIGUES O TITO NUNES.;INACTIVO;m.colmenarez@mercantilgomez.com.ve;VALOR DECLARADO 5%;CREDITO;;
CR562;IMPORTADORA MAYOREANDO 1107 C.A;CCS;CALLE 9 DE LA URBINA EDF. REX, PISO 3 OFIC 31 CARACAS;J-297783512;JUAN CASTILLO;02122443115 / 2435787;CALLE 9 DE LA URBINA EDF. REX, PISO 3 OFIC 31 CARACAS;ACTIVO;despachomayoreando@hotmail.com;TARIFA NAC2012;CREDITO;2012-05-16;
CR563;JERONIMO SANCHEZ;PMV;CALLE SAN RAFAEL CON AV 4 DE MAYO, EDIFICIO DOMESA, PB;J-31242568-7;GERONIMO SANCHEZ;04166950961;CALLE SAN RAFAEL CON AV 4 DE MAYO, EDIFICIO DOMESA, PB;ACTIVO;jeronimodocarga@yahoo.com;POR PESO JUN 2010;CREDITO;2012-08-31;
CR564;AVR SOLUCIONES INTEGRALES;CCS;AVENIDA B ENTRE AVENIDA PROVINCIAL, EDIFICIO LLAVE DOS, LOCAL 2. LA CARLOTA;J-31739554-9;JUAN MANUEL MELIAN;0212-4959736;AVENIDA B ENTRE AVENIDA PROVINCIAL, EDIFICIO LLAVE DOS, LOCAL 2. LA CARLOTA;ACTIVO;venecelco@gmail.com;TARIFA NAC2012;CREDITO;2012-07-16;
CR565;SEMUTRU, C.A;VLV;AVENIDA PRINCIPAL CASA S/N URBANIZACION SANTA RITA, PARROQUIA LA PUERTA VALERA ESTADO TRUJILLO ZONA POSTAL 3101;J.31728989-7;LUIS RONDON;0416-270.35.83;ZONA INDUSTRIAL SAN RAFAEL, REDOMA DE SANTA ROSA. GALPON 1-B REVENSUB, CHARALLAVE, EDO. MIRANDATELEFONO (0239) 2483747LA PERSONA DE CONTACTO ES JORGE RIVERO;ACTIVO;semutruca1@hotmail.com;TARIFA NAC2012;CREDITO;2011-08-30;
CR566;FILI CAR'S C.A.;BLA; AV. PPAL DE PUEBLO NUEVO N° 24 PUERTO LA CRUZ EDO. ANZOATEGUI;J-29833507-6;RONALD ALVAREZ;0424 816 62 60 / 0414 223 24 76;CLIENTE GIRA INSTRUCCIONES PARA CADA RECOLECTA;ACTIVO; filicars@hotmail.com/ filicars@gmail.com;TARIFA NAC2012;CREDITO;2012-08-31;
CR567;DOMISALUD C.A;MRD; AV. LOS PROCERES SECTOR PUENTE LA PEDREGOZA RESD ARICHUNA L-1Y2. MERIDA; J-31010239-2; YURAIMA ABELLO; 0416-6744931; AV. LOS PROCERES SECTOR PUENTE LA PEDREGOZA RESD ARICHUNA L-1Y2. MERIDA;ACTIVO; domi.salud@hotmail.com;TARIFA NAC2012;CONTADO;2011-09-10;
CR568;INVERSIONES JETES / ANNUIT COEPTIS C.A;CCS;CENTRO COMERCIAL MATA DE COCO NIVEL MEZZANINA LOCAL UNICO CHACAO CARACAS;V99999999;ELIZABETH DE LA BLANCA;02125245408;AV PRINCIPAL DE PALO VERDE EDF CHAMA PB LOCAL1 DENTRO DEL CENTRO DE COMUNICACIONES CANTV;ACTIVO;comercial@jetes.com;TARIFA NAC2012;CREDITO;;
CR569;SUMINISTROS CLINICOS, C.A (SUCLINCA);MAR;AV 14B C/ CALLE 66, EDIFICIO BUDAPAST, NRO P-B, SECTOR TIERRA NEGRA, MARACAIBO;J-30881373-7;VIVIAM OCHOA SILVA;0212-7982523 / 0212-7985945;AV 14B C/ CALLE 66, EDIFICIO BUDAPAST, NRO P-B, SECTOR TIERRA NEGRA, MARACAIBO;ACTIVO;.;TARIFA NAC2012;CREDITO;2012-08-06;
CR570;INVERSIONES DE TODO Y TODO 2007, C.A;CCS;AV.MIGUEL ANGEL EDF. FLAVIA, PISO SOTANO LOCAL 7, URB. COLINAS DDE BELLO MONTE, CARACAS DISTRITO FEDERAL. ZONA POSTAL 1080;J-29355626-0;FRANCIS ECHENIQUE;(0212) 753.12.50 - 71.04 (0424) 118.51.71;AV.MIGUEL ANGEL EDF. FLAVIA, PISO SOTANO LOCAL 7, URB. COLINAS DDE BELLO MONTE, CARACAS DISTRITO FEDERAL. ZONA POSTAL 1080;ACTIVO;detodoytodo@gmail.com;TARIFA NAC2012;COBRO EN DESTINO;2012-02-09;
CR433G;SETRABANCA GUARENAS;GRN;CALLE 13, CON 13-01, RESD. EL PRADO, LOCAL COMERCIAL PB, LA URBINA, CARACAS.;J-311120971;SARAHI ECHARRY;0212-6241905;AVENIDA INTERCOMUNAL GUARENAS-GUATIRECENTRO COMERCIAL OASIS CENTERPISO 3 OFICINA M61 GUARENAS.;INACTIVO;secharry@setrabanca.com;TARIFA NAC2012;CREDITO;2011-10-17;
CR433AM;SETRABANCA ALTOS MIRANDINO;LTQ;CALLE 13, CON 13-01, RESD. EL PRADO, LOCAL COMERCIAL PB, LA URBINA, CARACAS.;J-311120971;SRA. MORALBA BRITO SRTA./ MARÍA VERÓNICA PATETE;0212-7458803 /0414-1030888;SUCURSAL ALTOS MIRANDINOS:AVENIDA PERIMETRAL CONJUNTO RESIDENCIA OPSTORRE 2 APARTAMENTO 84, SAN ANTONIO DE LOS ALTOS;INACTIVO;mpatete@setrabanca.com;TARIFA NAC2012;CONTADO;2011-10-13;
CR573;INVERSIONES JETES / LUIS ANTONIO GONZALEZ;CCS;. LA CASTELLANA, AV. BLANDIN C.C MATA DE COCO, NIVEL MZZ, OFC UNICA, CHACAO, CARACAS;.J-30920582-0;LUIS ANTONIO GONZALEZ;0212 2350425;CALLE MADRID LA CALIFORNIA NORTE CONJ RESD PUERTA DEL ESTE. TORRE OESTE PISO 4 APTO 46. CARACAS;ACTIVO;keymatlag@gmail.com;TARIFA NAC2012;CREDITO;;
CR574;INVERSIONES JETES/ GRUPO JEYRA;CCS;LA CASTELLANA, AV. BLANDIN C.C MATA DE COCO, NIVEL MZZ, OFC UNICA, CHACAO, CARACAS.;.J-30920582-0;ELIZABETH DE LA BLANCA;0212-2653939 - 2659689;LA URBINA . CALLE 2  RES 14 PISO 2 APTO 2-A. CARACAS. DETRÁS DE LA IGLESIA CATÓLICA;ACTIVO;smasieri28@gmaill.com;TARIFA NAC2012;CREDITO;;
CR575;REPUESTOS TOYOLAIN, C. A.;CCS;CALLE 11 EDIF ORION PISO PB LOCAL PB URB LA URBINA EDO MIRANDA;J-29357393-9;JAVIER LAINEZ;0212-2425626;CALLE 11 EDIF ORION PISO PB LOCAL PB URB LA URBINA EDO MIRANDA;ACTIVO;toyolain@gmail.com;TARIFA NAC2012;CREDITO;;
CR576;HENDRIX TIENDAS URBANAS, C. A.;GRN;AV SUR CC PASEO EL HATILLO NIVEL 2 LOCAL P208 Y P208C URB LA LAGUNITA COUNTRY CLUB;J-31546128-5;DEISY BARRIOS;0212-3444666;URB INDUSTRIAL TERRICA FINAL CALLE 2 GALPON INDUSTRIAS TELMODA (CALLE FRENTE A LA DUNCAN)GUATIRE.;ACTIVO;deisy.barrios@telmoda.com;TARIFA NAC2012;CREDITO;2012-08-08;
CR577;MLX SERVICES DE VENEZUELA C.A.;CCS;CALLE JULIO URBANO, QUINTA VILLA ISABELURB. SEBUCÁN, CARACAS VENEZUELA;J-29671501-7;LISBETH FERMIN;TEL: (58-212) 2026027 CELL: (58-412) 300-6702;CALLE JULIO URBANO, QUINTA VILLA ISABELURB. SEBUCÁN, CARACAS VENEZUELA;ACTIVO;lfermin@mlx.com.ve;TARIFA NAC2012;COBRO EN DESTINO;2012-07-31;
CR579;REFRIAMERICA, C. A.;CCS;AV ROMULO GALLEGOS CC ALOA NIVEL PB LOCAL PP-13 URB HORIZONTE;J-31269845-4;MONICA SCHEFER;0212-2853837;CALLE 99 PARCELA L-12 CASTILLITO ZONA INDUSTRIAL DE VALENCIA EDO CARABOBO P.R: MULTIALAMBRE 2003 AL LADO DE LA IGLESIA MARANJATA.;ACTIVO;heider.martinez@refriamerica.com;TARIFA NAC2012;CREDITO;2012-07-18;
CR580;PISCINAS MONAGAS C.A;MUN;AV. ALIRIO UGARTE PELAYO C.C. PETRORIENTE LOCAL S 14B MATURIN EDO. MONAGAS;J 312462906;GERSON GRANADO;0291 6435819;AV. ALIRIO UGARTE PELAYO C.C. PETRORIENTE LOCAL S 14B MATURIN EDO. MONAGAS;ACTIVO;piscinasmonagas@hotmail.com;TARIFA NAC2012;CREDITO;2011-10-01;
CR581;SOLOLAPTOP, C.A;CCS;BULEVARD DE SABANA GRANDE EDIF. DON ELIAS PPISO 5 OFIC 502 ENTRE EL BANCO CANARIAS Y BANCO INDUSTRIAL , CARACAS, DISTRITO CAPITAL;J-313119857;JOHN ZAMBRANO;58-212-7620318,/ 58-212-7162444;BULEVARD DE SABANA GRANDE EDIF. DON ELIAS PPISO 5 OFIC 502 ENTRE EL BANCO CANARIAS Y BANCO INDUSTRIAL , CARACAS, DISTRITO;ACTIVO;johnzamora@sololaptop.com.ve;TARIFA NAC2012;COBRO EN DESTINO;2016-01-19;
CR582;HIDROBOLIVAR C.A;PZO;ZONA IND. MATANZAS SECTOR II, PARCELAS 321-08-04 Y 321-08-05 FRENTE A FUNDIMARCA. PUERTO ORDAZ ESTADO BOLIVAR;G-20004836-0;MARIA ELENA CASTILLO;0286-7129827EXT. 8028 / 0424 9698126;ZONA IND. MATANZAS SECTOR II, PARCELAS 321-08-04 Y 321-08-05 FRENTE A FUNDIMARCA. PUERTO ORDAZ ESTADO BOLIVAR;ACTIVO;hidropresupuestos@gmail.com;TARIFA NAC2012;CREDITO;;
CR583;SUMINISTROS MARITIMO SUMAR, C.A;CCS;CALLE FARFAN, EDIFICIO PEDREAVILA, PISO 2, APTO 22 A, CHACAO.;J-29702871-4;MARANGEL PINO/ COORDINADOR ADMINISTRATIVO DPTO PRO;0212-7156965/6897;AVENIDA CASANOVA, TORRE BANCO PLAZA, PISO 8, OFICINA 8-A. URB. SABANA GRANDE. CARACAS.;ACTIVO;marangel.pino@grupo3ag.com/ clara.daviott@bos-ve.c;TARIFA NAC2012;CREDITO;2012-06-22;
CR584;IPC LUPPO, C.A;BLA;CALLE 1, NRO. S/N , ZONA INDUSTRIAL LOS MESONESBARCELONA.;J-29667125-7;GIUSSEPINA ROCCHETTA;0414-8085949;SEGUN INSTRUCCIONES DEL CLIENTE;ACTIVO;ipcluppo@gmail.com;TARIFA NAC2012;CREDITO;2011-12-14;
CR424Z;INVERSIONES JETES C.A./ INVERSIONES REYTES C.A;LTQ;MULTICENTRO EMPRESARIAL DEL ESTE, TORRE LIBERTADOR, NUCLEO A, PISO 19 OFIC A193. CHACAO, CARACAS DC;J296346810;ELIZABETH DE LA BLANCA;02125245408;AV PPAL MACARENA SUR, CONJ RES VIRGEN DE LA MACARENA II, CASA#10. LOS TEQUES EDO MIRANDA;ACTIVO;lizdelab@gmail.com;TARIFA NAC2012;CREDITO;;
CR424AA;INVERSIONES JETES C.A./ ECO-MUNDO;MAR;MULTICENTRO EMPRESARIAL DEL ESTE, TORRE LIBERTADOR, NUCLEO A, PISO 19 OFIC A193. CHACAO, CARACAS DC;J-30920582-0;JUALIAN GARC?S;0414 6360577;C.C. PALAIMA OFICINA 1-11. MARACAIBO EDO ZULIA;ACTIVO;lizdelab@gmail.com;TARIFA NAC2012;CREDITO;;
CR586;REPRESENTACIONES OFITECH ANDINA, C. A;GRN;CALLE 2 MANZANA H LOCAL PARCELA NRO 4 ZONA INDUSTRIAL DEL ESTE.;J-31216365-8;ALEJANDRA ARTEAGA;0212-9157615;CALLE 2 MANZANA H LOCAL PARCELA NRO 4 ZONA INDUSTRIAL DEL ESTE. GUARENAS EDO MIRANDA P.R: FRENTE A JADE PORTON AZUL SALMOLUX;ACTIVO;alejandra@ofitech.com;TARIFA NAC2012;CREDITO;2012-08-10;
CR237FT;SANITAS FLETES;CCS;AV. ORINOCO EDF. SANITAS VENEZUELA, SOTANO, LAS MERCEDES, CARACAS;..;IVAN FLORES;0212-9099311/0416-9381049;AV. ORINOCO EDF. SANITAS VENEZUELA, SOTANO, LAS MERCEDES, CARACAS;ACTIVO;iflores@sanitasvenezuela.com;TARIFA NAC2012;CREDITO;2012-04-25;
CR424BB;IINVERSIONES JETES /  OXYTECH ER C.A.;CCS;MULTICENTRO EMPRESARIAL DEL ESTE, TORRE LIBERTADOR, NUCLEO A, PISO 19 OFIC A193. CHACAO, CARACAS DC;J29579218-2;RAMSES ROCA;04140297513;AV HUMBOLT C.C CARONI, EDIF DORABEL A PISO 1 APTO 13A BELLO MONTE , MUNICIPIO LIBERTADOR, CARACAS;ACTIVO;ramsesroca@hotmail.com;TARIFA NAC2012;CREDITO;;
CR424AB;INVERSIONES JETES/ FJGB SERVICIOS C.A.;CCS;MULTICENTRO EMPRESARIAL DEL ESTE, TORRE LIBERTADOR, NUCLEO A, PISO 19 OFIC A193. CHACAO, CARACAS DC;J-29391709-3;FELIPE GOZEN;0212- 8820995;AV ORINICO RES DORAL PISO 3 #31. LAS MERCEDES CARACAS, PARROQUIA BARUTA, MUNICIPIO BARUTA, CODIGO POSTAL 1060;ACTIVO;felipe.gozen@gmail.com;TARIFA NAC2012;CREDITO;2012-08-07;
CR424AC;INVERSIONES JETES/ MUNDO RECARGA;MAR;MULTICENTRO EMPRESARIAL DEL ESTE, TORRE LIBERTADOR, NUCLEO A, PISO 19 OFIC A193. CHACAO, CARACAS DC;J-29796999-3;DAN FIGUEROA;0261-2117996;AV 8 SANTA RITA # 94-19 SECTOR CASCO CENTRAL  MINI C.C. LA ESPIGA LC PB 07 MARACAIBO EDO ZULIA;ACTIVO;mundoelectronicoca@hotmail.com;TARIFA NAC2012;CREDITO;2011-11-30;
CR424AD;INVERSIONES JETES/ INVERSIONES MICROCOMP;CCS;MULTICENTRO EMPRESARIAL DEL ESTE, TORRE LIBERTADOR, NUCLEO A, PISO 19 OFIC A193. CHACAO, CARACAS DC;J-29840843-0;ALCIDES GONZALEZ;0212- 6196715;AV LAS ACACIAS CRUCE CON CALLE EL MANGO EDIF GRAMIBECA LOCAL C-1 PLAZA VENEZUELA. AL LADO DEL AUTOLAVADO QUICK LUB Y HOTEL PLAZA SOL CARACAS;ACTIVO;achire@hotmail.com;TARIFA NAC2012;CREDITO;;
CR424AE;INVERSIONES JETES/ JESUS COLMENARES;BRM;MULTICENTRO EMPRESARIAL DEL ESTE, TORRE LIBERTADOR, NUCLEO A, PISO 19 OFIC A193. CHACAO, CARACAS DC;V.- 15056818-4;JESUS RAFAEL COLMENARES;0412-6407485;ESTADIUM/ CALLE SAN CARLOS Y CATUKA, AL LADO DE LA VILLA SAN ISIDRO. SECTOR SANTA RICA NORTE. CARORA EDO LARA MUNICIPIO PEDRO LEON TORRES, CUIDAD CARORA, PARROQUIA TRINIDAD SAMUEL CODIGO POSTAL 3050;ACTIVO;todo.ventas.online@hotmail.com;TARIFA NAC2012;CREDITO;2012-08-02;
CR587;SEGUROS NUEVO MUNDO S.A.;CCS;AV. LU?S ROCHE CON 3RA TRANSVERSAL EDIF. NUEVO MUNDO PC PB MEZZANINA, PISO 1, PISO 2,3,4 PH OF PH1 ALTAMIRA CARACAS;J-00026840-1;ALFONSO CARRERO; 0212-2011143; AV. LU?S ROCHE CON 3RA TRANSVERSAL EDIF. NUEVO MUNDO  PB ALTAMIRA . CARACASCOORDINACI?N DE CORRESPONDENCIA;ACTIVO; alfonso.carrero@nuevomundo.com.ve;TARIFA NAC2012;CREDITO;2012-08-08;
CR418A;TECNOFIC/CONSYS, C.A.;MAR;TECNOFIC EDIF LOS HERMANOS PROLONGACI?N AV PPAL. LOS CORTIJOS PISO 1 N-10;J-30092484-0;DANIEL HERRERA/ELIAS GARCIA/FREDY HERRERA; 58 (261) 792-0365; AV. 3Y CON CALLE 75 RESD. TIA BETTY,PB. LOCAL 1-A .MARACAIBO ESTADO ZULIA;ACTIVO;soportegarantias@consys.com.ve;TARIFA NAC2012;CREDITO;2012-05-07;
CR418B;TECNOFIC/ASTECC, C.A;SVZ;TECNOFICEDIF LOS HERMANOS PROLONGACI?N AV PPAL. LOS CORTIJOS PISO 1 N-10;J-09026220-2;NEREO MONSALVE/LUIS GIMENEZ;0276-355-86-77;CALLE 15 #20-48. SAN CRISTOBAL ESTADO TACHIRA;ACTIVO;nero-monsalve@astecc.net;TARIFA NAC2012;CREDITO;2012-08-08;
CR418C;TECNOFIC/MG COMPUTACION;MCY;AV. PRINCIPAL DE LOS CORTIJOS DE LOURDES, EDF. LOS HERMANOS, PISO 1, OFC. N-10. CARACAS;J-30577937-6;GUIDA GONCALVES /MARYANGELES SUAREZ;0243 232 7411/ 232 6887/0416-646 4755/0416-646050;CENTRO EMPRESARIAL SUCRE PISO 6 OFICINA 6-B. MARACAY. EDO. ARAGUA 0243 232 7411/ 232 6887;ACTIVO;guida.goncalves@mgsti.com.ve / maryangeles.suarez@;TARIFA NAC2012;CREDITO;2012-01-12;
CR418D;TECNOFIC/KOMPU 900;VLN;AV. PRINCIPAL DE LOS CORTIJOS DE LOURDES, EDF. LOS HERMANOS, PISO 1, OFC. N-10. CARACAS;J-30240769-9; YUSBEXY HENR?QUEZ  /JOS? ZORRILLA;0241 8249073/ 8253432 -0416 644 93 85;AV 107 URB. PREBO CC PREBO OFICINA NO 01 SEGUNDO NIVEL-VALENCIA ESTADO CARABOBOYUSBEXY HENR?QUEZ 0416 644 93 85;ACTIVO;servicios@kompu900.com.ve;TARIFA NAC2012;CREDITO;2012-08-09;
CR418E;TECNOFIC/CRON SISTEMAS;MAR;AV. PRINCIPAL DE LOS CORTIJOS DE LOURDES, EDF. LOS HERMANOS, PISO 1, OFC. N-10. CARACAS;J-30410803-6;HERONIDES URDANETA SABRINA ARTEAGA  JAVIER BORRERO;0261-7518278 0416-6622850;AV. 19 CON CALLE 72 EDIFICIO RESIDENCIAS MARTA PLANTA BAJA LOCAL 4 MARACAIBO..ESTADO ZULIA? HERONIDES URDANETA 0416-6626770;ACTIVO;jborrero@cantv.net; heronides_urdaneta@cantv.net;TARIFA NAC2012;CREDITO;2012-08-10;
CR418F;TECNOFIC/SOPSIS;BRM;AV. PRINCIPAL DE LOS CORTIJOS DE LOURDES, EDF. LOS HERMANOS, PISO 1, OFC. N-10. CARACAS;J-302607825;MIGUEL CORONADO/ JONAS TORRES;0251 446 52 83/ 0416 650 29 51/;CARRERA 19 ENTRE CALLES 36 Y 37 NUMERO 36-54. BARQUISIMETO ESTADO LARAJON?S TORRES 0251 446 52 83;ACTIVO;sopsis@sopsis.com.ve;TARIFA NAC2012;CREDITO;2012-08-10;
CR418G;TECNOFIC/PROSISTEMAS;BLA;AV. PRINCIPAL DE LOS CORTIJOS DE LOURDES, EDF. LOS HERMANOS, PISO 1, OFC. N-10. CARACAS;J-302607825;EGLIS TORRES /ABEL GUILLEN;0281 446 52 83/ 0414 813 40 12 0281 266 00 35;AV MUNICIPAL TORRE PELICANO PISO 3 OFICINA 3-8 PUERTO LA CRUZ;ACTIVO;prosis@cantv.net / aguillen.openkases@gmail.com;TARIFA NAC2012;CREDITO;2012-08-10;
CR588;INVERSIONES AJNH 2105, C.A.;CCS;AVENIDA B ENTRE AVENIDA PROVINCIAL, EDIFICIO LLAVE DOS, LOCAL 2. LA CARLOTA;J-31758459-7;JUAN MANUEL MELIAN;0212-4959736;AVENIDA B ENTRE AVENIDA PROVINCIAL, EDIFICIO LLAVE DOS, LOCAL 2. LA CARLOTA;ACTIVO;ajnh2105@gmail.com;TARIFA NAC2012;CREDITO;2012-03-14;
CR589;REPUESTOS KURUMA.SAN, C.A;PMV;CALLE MARTINEZ ENTRE IGUALDAD Y VELASQUEZ CASA S/N LOCAL UNICO SECTOR CENTRO DE PORLAMAR;J-31737310-3;CARLOS CASTRO;0295.2639814;CALLE MARTINEZ ENTRE IGUALDAD Y VELASQUEZ CASA S/N LOCAL UNICO SECTOR CENTRO DE PORLAMAR;ACTIVO;repuestoskurumasan@gmail.com;TARIFA NAC2012;CREDITO;2011-11-30;
CR591;SITCO, C.A;MRD;CORDILLERA, CASA N? 20-61 URBANIZACION EL CENTRAL MERIDA;J-29574338-6;..;02746575894/ M?VIL: 04168742932;CORDILLERA, CASA N? 20-61 URBANIZACION EL CENTRAL MERIDA;ACTIVO;corresponsal;TARIFA NAC2012;CREDITO;2012-07-18;
CR592;KENFAR, C.A;CCS;CALLE 9 EDF. CIMAF. PISO MZZ LOCAL B. URB. LA URBINA. CARACAS VENEZUELA. ZONA POSTAL 1070.;J-00131556-0;THOMAS;0212.2413168/2412468/2424047/;CALLE 9 EDF. CIMAF. PISO MZZ LOCAL B. URB. LA URBINA. CARACAS VENEZUELA. ZONA POSTAL 1070.;ACTIVO;kanfar@hotmail.com;TARIFA NAC2012;CREDITO;2012-07-27;
CR418H;TECNOFIC/EXSSO VALENCIA;VLN;EDIF LOS HERMANOS PROLONGACI?N AV PPAL. LOS CORTIJOS PISO 1 N-10, VALENCIA ESTADO CARABOBO;J-30551766-6;WILLIAN SAUME;58 (241)825-7875 /   TELEFAX. 58 (241)825-9172;EDIF LOS HERMANOS PROLONGACI?N AV PPAL. LOS CORTIJOS PISO 1 N-10, VALENCIA ESTADO CARABOBO;ACTIVO;exssova@gmail.com;TARIFA NAC2012;CREDITO;2012-08-02;
CR418I;TECNOFIC/FV BLA;BLA;TECNOFIC CR 418;J-30794026-4;EMILYS VILLALOBOS;58 (281)- 2743657 / 2750025;AVENIDA INTERCOMUNAL, CENTRO COMERCIAL COLONIAL, PLANTA BAJA, LOCAL NRO. 15 (DONDE EST? MOVILNET), BARCELONA - EDO. ANZO?TEGUI.;ACTIVO;emilys.villalobos@fvservicios.com;TARIFA NAC2012;CREDITO;2012-08-06;
CR418J;TECNOFIC/M+R CONSULTORES;MAR;EDIF LOS HERMANOS PROLONGACI?N AV PPAL. LOS CORTIJOS PISO 1 N-10;J-07031359-6;NEISDANA VILLALOBOS;58 (261)797-4014 / (261)798-2866;AV 8 DE SANTA RITA, EDF. NEREA N? 71-43 ,PLANTA BAJA,  MARACAIBO;ACTIVO;neisdana_villalobos@mmasr.com;TARIFA NAC2012;CREDITO;2012-07-30;
CR418K;TECNOFIC/MICROCHIP;PZO;EDIF LOS HERMANOS PROLONGACI?N AV PPAL. LOS CORTIJOS PISO 1 N-10;J-30564815-8;FELIX HERNANDEZ;58 286-952-0287 / 951-6618;REDOMA LA PI?A, C.C. SAN MIGUEL II, P.B., LOCAL 17, AL LADO DE DELICATESES, LA FUENTE, PTO. ORDAZ.;ACTIVO;miconsuca@gmail.com, felixh_pabon@hotmail.com;TARIFA NAC2012;CREDITO;2012-06-09;
CR418L;TECNOFIC/MSG SOLUCION GERENCIAL;BLA;EDIF LOS HERMANOS PROLONGACI?N AV PPAL. LOS CORTIJOS PISO 1 N-10;J-30719396-5;YULEISI BARRIOS;58 (281) 265-5763/ 58 (281) 265-3884/ 58 (281) 268;AV. STADIUM, C.C. NOVO CENTRO PISO 2 OFIC. 2-11,   PUERTO LA CRUZ.;ACTIVO;yuleisib@hotmail.com;TARIFA NAC2012;CREDITO;;
CR418M;TECNOFIC/MTI MARGARITA;PMV;EDIF LOS HERMANOS PROLONGACI?N AV PPAL. LOS CORTIJOS PISO 1 N-10;J-30004035-7;FRAZ ITTERMAN;0295 2634355 CEL 58 414 7943921;AV. BOLIVAR, C.C. CENTRAL MARGARITA, LOCAL P.A. 25, PISO 1, PORLAMAR, EDO. NUEVA ESPARTA;ACTIVO;mtimargarita@gmail.com;TARIFA NAC2012;CREDITO;;
CR418N;TECNOFIC/SERVICIOS ESPECIALIZADOS G & B, C.A.;SVZ;EDIF LOS HERMANOS PROLONGACI?N AV PPAL. LOS CORTIJOS PISO 1 N-10;J-30766415-1;CESAR BUSTAMANTE;58 (276) 341-9102;AV. CUATRICENTENARIO, EDF.  DELTA, PISO 5, OFIC. 54,  SAN CRISTOBAL.;ACTIVO;calbgil@gmail.com;TARIFA NAC2012;CREDITO;;
